Date,Gold,Oil,Wheat,Copper
2014-01-01,1240.0999755859375,97.48999786376953,555.75,3.2204999923706055
2014-02-01,1321.4000244140625,102.58999633789062,599.0,3.2385001182556152
2014-03-01,1283.4000244140625,101.58000183105469,697.25,3.0464999675750732
2014-04-01,1295.5999755859375,99.73999786376953,713.0,3.0295000076293945
2014-05-01,1245.5999755859375,102.70999908447266,627.25,3.135999917984009
2014-07-01,1281.300048828125,98.16999816894531,530.25,3.2230000495910645
2014-08-01,1285.800048828125,95.95999908447266,550.25,3.134999990463257
2014-09-01,1210.5,91.16000366210938,477.75,3.005500078201294
2014-10-01,1171.0999755859375,80.54000091552734,532.5,3.061000108718872
2014-11-01,1175.199951171875,66.1500015258789,577.25,2.859999895095825
2014-12-01,1183.9000244140625,53.27000045776367,589.75,2.8385000228881836
2015-01-01,1278.5,48.2400016784668,502.75,2.5280001163482666
2015-04-01,1182.4000244140625,59.630001068115234,467.0,2.8864998817443848
2015-05-01,1189.4000244140625,60.29999923706055,477.0,2.759500026702881
2015-06-01,1171.5,59.470001220703125,614.75,2.623500108718872
2015-07-01,1094.9000244140625,47.119998931884766,499.25,2.367500066757202
2015-08-01,1131.5999755859375,49.20000076293945,482.5,2.3380000591278076
2015-09-01,1115.5,45.09000015258789,512.75,2.3454999923706055
2015-10-01,1141.5,46.59000015258789,522.0,2.313499927520752
2015-12-01,1060.300048828125,37.040000915527344,470.0,2.125499963760376
2016-01-01,1116.4000244140625,33.619998931884766,479.25,2.063999891281128
2016-02-01,1233.9000244140625,33.75,445.0,2.128499984741211
2016-03-01,1234.199951171875,38.34000015258789,473.5,2.18149995803833
2016-04-01,1289.199951171875,45.91999816894531,478.0,2.2790000438690186
2016-06-01,1318.4000244140625,48.33000183105469,431.25,2.194499969482422
2016-07-01,1349.0,41.599998474121094,407.75,2.2204999923706055
2016-08-01,1306.9000244140625,44.70000076293945,361.0,2.069499969482422
2016-09-01,1313.300048828125,48.2400016784668,402.0,2.2019999027252197
2016-10-01,1271.5,46.86000061035156,416.25,2.200500011444092
2016-11-01,1170.800048828125,49.439998626708984,380.5,2.621500015258789
2016-12-01,1150.0,53.720001220703125,408.0,2.497499942779541
2017-02-01,1252.5999755859375,54.0099983215332,424.75,2.7039999961853027
2017-03-01,1247.300048828125,50.599998474121094,426.5,2.6465001106262207
2017-04-01,1266.0999755859375,49.33000183105469,418.5,2.5964999198913574
2017-05-01,1272.0,48.31999969482422,429.25,2.5769999027252197
2017-06-01,1240.699951171875,46.040000915527344,511.0,2.6989998817443848
2017-07-01,1266.5999755859375,50.16999816894531,474.5,2.888000011444092
2017-08-01,1316.199951171875,47.22999954223633,410.25,3.0789999961853027
2017-09-01,1281.5,51.66999816894531,448.25,2.9375
2017-11-01,1273.199951171875,57.400001525878906,409.25,3.0369999408721924
2017-12-01,1306.300048828125,60.41999816894531,427.0,3.2795000076293945
2018-01-01,1339.0,64.7300033569336,451.75,3.184000015258789
2018-02-01,1315.5,61.63999938964844,484.5,3.1075000762939453
2018-03-01,1322.800048828125,64.94000244140625,451.0,3.0190000534057617
2018-05-01,1300.0999755859375,67.04000091552734,526.25,3.058000087738037
2018-06-01,1251.300048828125,74.1500015258789,497.5,2.9509999752044678
2018-08-01,1200.300048828125,69.80000305175781,518.5,2.6489999294281006
2018-09-01,1191.5,73.25,509.0,2.7869999408721924
2018-10-01,1212.300048828125,65.30999755859375,500.5,2.6635000705718994
2018-11-01,1220.199951171875,50.93000030517578,515.75,2.7774999141693115
2018-12-01,1278.300048828125,45.40999984741211,503.25,2.628000020980835
2019-01-01,1319.699951171875,53.790000915527344,516.5,2.7890000343322754
2019-02-01,1312.800048828125,57.220001220703125,452.5,2.950000047683716
2019-03-01,1293.0,60.13999938964844,457.75,2.936000108718872
2019-04-01,1282.800048828125,63.90999984741211,418.5,2.9014999866485596
2019-05-01,1305.800048828125,53.5,503.0,2.6459999084472656
2019-06-01,1409.699951171875,58.470001220703125,528.0,2.7054998874664307
2019-07-01,1426.0999755859375,58.58000183105469,487.25,2.6579999923706055
2019-08-01,1519.0999755859375,55.099998474121094,451.25,2.5329999923706055
2019-10-01,1511.4000244140625,54.18000030517578,508.75,2.632999897003174
2019-11-01,1465.5999755859375,55.16999816894531,547.5,2.6419999599456787
2020-01-01,1582.9000244140625,51.560001373291016,553.75,2.5199999809265137
2020-02-01,1564.0999755859375,44.7599983215332,529.0,2.5460000038146973
2020-04-01,1684.199951171875,18.84000015258789,529.75,2.3540000915527344
2020-05-01,1736.9000244140625,35.4900016784668,520.75,2.426500082015991
2020-06-01,1793.0,39.27000045776367,490.0,2.7135000228881836
2020-07-01,1962.800048828125,40.27000045776367,531.25,2.8589999675750732
2020-08-01,1967.5999755859375,42.61000061035156,544.25,3.0409998893737793
2020-09-01,1887.5,40.220001220703125,578.0,3.0285000801086426
2020-10-01,1877.4000244140625,35.790000915527344,598.5,3.0434999465942383
2020-12-01,1893.0999755859375,48.52000045776367,640.5,3.5139999389648438
2021-01-01,1847.300048828125,52.20000076293945,663.0,3.573499917984009
2021-02-01,1728.0999755859375,61.5,655.0,4.0945000648498535
2021-03-01,1713.800048828125,59.15999984741211,618.0,4.002999782562256
2021-04-01,1767.300048828125,63.58000183105469,742.5,4.479000091552734
2021-05-01,1902.5,66.31999969482422,663.5,4.682499885559082
2021-06-01,1770.800048828125,73.47000122070312,671.5,4.296500205993652
2021-07-01,1812.5999755859375,73.94999694824219,703.75,4.480500221252441
2021-09-01,1755.300048828125,75.02999877929688,725.5,4.090000152587891
2021-10-01,1783.0,83.56999969482422,772.75,4.375500202178955
2021-11-01,1773.5999755859375,66.18000030517578,773.75,4.2779998779296875
2021-12-01,1827.5,75.20999908447266,770.75,4.454999923706055
2022-01-01,1795.0,88.1500015258789,761.25,4.317999839782715
2022-02-01,1899.4000244140625,95.72000122070312,928.0,4.444499969482422
2022-03-01,1949.199951171875,100.27999877929688,1006.0,4.743000030517578
2022-04-01,1909.300048828125,104.69000244140625,1043.75,4.394999980926514
2022-06-01,1804.0999755859375,105.76000213623047,868.75,3.7144999504089355
2022-07-01,1762.9000244140625,98.62000274658203,807.75,3.5840001106262207
2022-08-01,1712.800048828125,89.55000305175781,809.0,3.5185000896453857
2022-09-01,1662.4000244140625,79.48999786376953,921.5,3.441999912261963
2022-10-01,1635.9000244140625,86.52999877929688,882.25,3.4135000705718994
2022-11-01,1746.0,80.55000305175781,771.5,3.7295000553131104
2022-12-01,1819.699951171875,80.26000213623047,792.0,3.805500030517578
2023-02-01,1828.9000244140625,77.05000305175781,691.5,4.097499847412109
2023-03-01,1969.0,75.66999816894531,692.25,4.104499816894531
2023-04-01,1990.0999755859375,76.77999877929688,619.75,3.869999885559082
2023-05-01,1963.9000244140625,68.08999633789062,594.25,3.63100004196167
2023-06-01,1921.0999755859375,70.63999938964844,636.25,3.740999937057495
2023-07-01,1970.5,81.80000305175781,665.75,3.994499921798706
2023-08-01,1938.199951171875,83.62999725341797,573.0,3.7725000381469727
2023-09-01,1848.0999755859375,90.79000091552734,541.5,3.7260000705718994
2023-11-01,2038.0999755859375,75.95999908447266,570.25,3.8289999961853027
2023-12-01,2062.39990234375,71.6500015258789,628.0,3.880500078201294
2024-01-01,2048.39990234375,75.8499984741211,595.25,3.9024999141693115
2024-02-01,2045.699951171875,78.26000213623047,577.5,3.8345000743865967
2024-03-01,2217.39990234375,83.16999816894531,560.25,4.003499984741211
2024-04-01,2291.39990234375,81.93000030517578,585.0,4.564499855041504
2024-05-01,2322.89990234375,76.98999786376953,678.5,4.610000133514404
2024-06-01,2327.699951171875,81.54000091552734,553.5,4.390500068664551
2024-07-01,2426.5,77.91000366210938,527.25,4.159999847412109
2024-08-01,2493.800048828125,73.55000305175781,532.75,4.144999980926514
2024-10-01,2738.300048828125,69.26000213623047,570.5,4.313499927520752
2024-11-01,2657.0,68.0,532.25,4.08050012588501
2025-01-01,2812.5,72.52999877929688,559.5,4.26200008392334
2025-02-01,2836.800048828125,69.76000213623047,537.0,4.514500141143799
2025-03-01,3122.800048828125,71.4800033569336,537.0,5.019999980926514
2025-04-01,3305.0,58.209999084472656,513.0,4.559999942779541
2025-05-01,3288.89990234375,60.790000915527344,534.0,4.652500152587891
2025-07-01,3293.199951171875,69.26000213623047,523.25,4.33050012588501
2025-08-01,3473.699951171875,64.01000213623047,518.0,4.518499851226807
2025-09-01,3840.800048828125,62.369998931884766,508.0,4.804999828338623
2025-10-01,3982.199951171875,60.97999954223633,534.0,5.065499782562256
2025-11-01,4218.2998046875,58.54999923706055,531.0,5.185500144958496
2025-12-01,4325.60009765625,57.41999816894531,507.0,5.630000114440918
2026-01-01,4713.89990234375,65.20999908447266,538.0,5.896999835968018
2026-04-01,4614.7001953125,105.06999969482422,623.75,5.926000118255615
2026-05-01,4560.5,87.36000061035156,610.5,6.359499931335449
2026-06-01,4475.2001953125,92.16000366210938,608.75,6.52400016784668
